name	key	ref_name	ref_key	index	value	translation
###HEADER	version-etc	###HEADER	version-etc	0	<<00000003FEFE>>			
###HEADER	class	###HEADER	class	1	ColossalFramework.Globalization.Locale, ColossalManaged, Version=0.3.0.0, Culture=neutral, PublicKeyToken=null			
###HEADER	native-name	###HEADER	native-name	2	ENGLISH			
###HEADER	english-name	###HEADER	english-name	3	(ENGLISH)			
###HEADER	app-id	###HEADER	app-id	4	<<00000000>>			
###HEADER	index-count	###HEADER	index-count	5	[[0x34F]]			
CHIRP_TREASURE_HUNT		CHIRP_TREASURE_HUNT		0	[[0xC]]			
CONTENTMANAGER_ACHIEVEMENTS_QQ		CONTENTMANAGER_ACHIEVEMENTS_QQ		0	QQGAME Achievements are disabled when mods are active.			
WORKSHOP_PUBLISHMOD_QQ		WORKSHOP_PUBLISHMOD_QQ		0	PUBLISH MOD ON QQGAME SPACEWORK			
WORKSHOP_PUBLISHSAVE_QQ		WORKSHOP_PUBLISHSAVE_QQ		0	PUBLISH SAVEGAME ON QQGAME SPACEWORK			
WORKSHOP_PUBLISHMAP_QQ		WORKSHOP_PUBLISHMAP_QQ		0	PUBLISH MAP ON Q SPACEWORK			
WORKSHOP_PUBLISHASSET_QQ		WORKSHOP_PUBLISHASSET_QQ		0	PUBLISH ASSET ON QQGAME SPACEWORK			
CONTENTMANAGER_STEAMWORKSHOP_QQ		CONTENTMANAGER_STEAMWORKSHOP_QQ		0	QQGAME SpaceWork			
SAVEMAP_USECLOUD_QQ		SAVEMAP_USECLOUD_QQ		0	Use QQGAME Cloud			
SAVEGAME_CLOUDUNSUPPORTED_QQ		SAVEGAME_CLOUDUNSUPPORTED_QQ		0	Cloud Synchronization is disabled from current QQGAME Account Settings			
CONTENT_CONFIRM_WORKSHOPDELETE_QQ		CONTENT_CONFIRM_WORKSHOPDELETE_QQ		0	You are about to unsubscribe this item from QQGAME SpaceWork. Do you wish to proceed?			
CONTENT_MAPPUBLISHED_UPDATE_QQ		CONTENT_MAPPUBLISHED_UPDATE_QQ		0	Update on QQGAME SpaceWork			
CONTENT_MAPPUBLISHED_QQ		CONTENT_MAPPUBLISHED_QQ		0	Share on QQGAME SpaceWork			
CONTENT_VIEW_QQ		CONTENT_VIEW_QQ		0	VIEW ON QQGAME SPACEWORK			
WORKSHOP_TITLE_QQ		WORKSHOP_TITLE_QQ		0	SpaceWork Title			
WORKSHOP_DESC_QQ		WORKSHOP_DESC_QQ		0	SpaceWork Description			
CONTENTMANAGER_USINGCLOUD_QQ		CONTENTMANAGER_USINGCLOUD_QQ		0	Stored on QQGAME Cloud			
CONTENT_AD_BUY_QQ		CONTENT_AD_BUY_QQ		0	Buy After Dark on QQGAME			
LOADPANEL_ACHSTATUS_WORKSHOP_QQ		LOADPANEL_ACHSTATUS_WORKSHOP_QQ		0	Savegame was downloaded from the QQGAME SpaceWork			
CONFIRM_UNSUBSCRIBEALL_QQ		CONFIRM_UNSUBSCRIBEALL_QQ		0	Unsubscribe from all spacework items?			
CONTENTMANAGER_SUBS_QQ		CONTENTMANAGER_SUBS_QQ		0	Currently subscribed spacework items			
WORKSHOP_PUBLISHSTYLE_QQ		WORKSHOP_PUBLISHSTYLE_QQ		0	PUBLISH STYLE ON QQGAME SPACEWORK			
DISCLAIMER_MESSAGE_QQ		DISCLAIMER_MESSAGE_QQ		0	Mods and other user generated content ("UGC") are fan created content that modify your game experience. Neither Paradox Interactive nor Colossal Order screen or support uploaded UGC and download of such is at your own risk. Use the same precautions that you normally use when downloading software and beware that some UGC may not be safe.			
CONTENT_SF_BUY_QQ		CONTENT_SF_BUY_QQ		0	Buy Snowfall on QQGAME			
NEWMAP_UNPUBLISHED_THEME_QQ		NEWMAP_UNPUBLISHED_THEME_QQ		0	Warning: You are about to create a map based on an unpublished map theme. If this map is shared on QQGAME SpaceWork, it will use a default map theme instead. To share a map with a custom map theme, first publish and subscribe to your theme. Do you want to continue anyway?			
CONTENT_ND_BUY_QQ		CONTENT_ND_BUY_QQ		0	Buy Natural Disasters on QQGAME			
CONTENT_GC_BUY_TGP		CONTENT_GC_BUY_TGP		0	Buy Green Cities on WeGame			
CONTENT_MT_BUY_TGP		CONTENT_MT_BUY_TGP		0	Buy Mass Transit on WeGame			
CONTENT_GC_BUY_QQ		CONTENT_GC_BUY_QQ		0	Buy Green Cities on QQGAME			
CONTENT_MT_BUY_QQ		CONTENT_MT_BUY_QQ		0	Buy Mass Transit on QQGAME			
NEWSFEED_ERROR_QQ		NEWSFEED_ERROR_QQ		0	Oops!\nCould not retrieve feed at this time =(\n			
NEWSFEED_ERROR_TGP		NEWSFEED_ERROR_TGP		0	Oops!\nCould not retrieve feed at this time =(\n			
CONTENT_BUY_TGP	834	CONTENT_BUY_TGP	DeluxeDLC	0	Buy Deluxe Edition on WeGame			
8415	835	CONTENT_BUY_TGP	AfterDarkDLC	0	Buy After Dark on WeGame			
8415	836	CONTENT_BUY_TGP	SnowFallDLC	0	Buy Snowfall on WeGame			
8415	837	CONTENT_BUY_TGP	NaturalDisastersDLC	0	Buy Natural Disasters on WeGame			
8415	838	CONTENT_BUY_TGP	InMotionDLC	0	Buy Mass Transit on WeGame			
8415	839	CONTENT_BUY_TGP	GreenCitiesDLC	0	Buy Green Cities on WeGame			
8415	840	CONTENT_BUY_TGP	Football	0	Buy Match Day on WeGame			
8415	841	CONTENT_BUY_TGP	Football2345	0	Buy Stadiums on WeGame			
8415	842	CONTENT_BUY_TGP	RadioStation1	0	Buy Relaxation Station on WeGame			
8415	843	CONTENT_BUY_TGP	OrientalBuildings	0	Buy Pearls from the East on WeGame			
8415	844	CONTENT_BUY_TGP	RadioStation2	0	Buy Rock City on WeGame			
8415	845	CONTENT_BUY_TGP	MusicFestival	0	Buy Concerts on WeGame			
8415	846	CONTENT_BUY_TGP	ModderPack1	0	Buy Art Deco on WeGame			
8415	847	CONTENT_BUY_TGP	ModderPack2	0	Buy High Tech on WeGame			
8415	848	CONTENT_BUY_TGP	ModderPack3	0	Buy European Suburbia on WeGame			
8415	849	CONTENT_BUY_TGP	Christmas	0	Buy Carols, Candles and Candy on WeGame			
8415	850	CONTENT_BUY_TGP	RadioStation3	0	Buy All That Jazz on WeGame			
8415	832	CONTENT_BUY_TGP	ParksDLC	0	Buy Parklife on WeGame			
8415	833	CONTENT_BUY_TGP	RadioStation4	0	Buy Country Road Radio on WeGame			
8415	851	CONTENT_BUY_TGP	IndustryDLC	0	Buy Industries on WeGame			
8415	8143	CONTENT_BUY_TGP	RadioStation5	0	Buy Synthetic Dawn Radio on WeGame			
8415	852	CONTENT_BUY_TGP	ModderPack4	0	Buy University City on WeGame			
8415	853	CONTENT_BUY_TGP	CampusDLC	0	Buy Campus on WeGame			
8415	8144	CONTENT_BUY_TGP	RadioStation6	0	Buy Deep Focus Radio on WeGame			
8415	8145	CONTENT_BUY_TGP	RadioStation7	0	Buy Campus Radio on WeGame			
8415	854	CONTENT_BUY_TGP	UrbanDLC	0	Buy Sunset Harbor on WeGame			
8415	855	CONTENT_BUY_TGP	ModderPack5	0	Buy Modern City Center on WeGame			
8415	856	CONTENT_BUY_TGP	ModderPack6	0	Buy Modern Japan on WeGame			
8415	8146	CONTENT_BUY_TGP	RadioStation8	0	Buy Downtown Radio on WeGame			
8415	8147	CONTENT_BUY_TGP	RadioStation9	0	Buy Coast to Coast Radio on WeGame			
PDXACCOUNT_EMAIL		PDXACCOUNT_EMAIL		0	Email*			
PDXACCOUNT_PASSWORD		PDXACCOUNT_PASSWORD		0	Password*			
PDXACCOUNT_DATEOFBIRTH		PDXACCOUNT_DATEOFBIRTH		0	Date of birth*			
PDXACCOUNT_COUNTRY		PDXACCOUNT_COUNTRY		0	Country*			
PDXACCOUNT_LANGUAGE		PDXACCOUNT_LANGUAGE		0	Language*			
PDXACCOUNT_FIRSTNAME		PDXACCOUNT_FIRSTNAME		0	First name			
PDXACCOUNT_LASTNAME		PDXACCOUNT_LASTNAME		0	Last name			
PDXACCOUNT_ADDRESS		PDXACCOUNT_ADDRESS		0	Address			
PDXACCOUNT_CITY		PDXACCOUNT_CITY		0	City			
PDXACCOUNT_ZIPCODE		PDXACCOUNT_ZIPCODE		0	Zipcode			
PDXACCOUNT_STATE		PDXACCOUNT_STATE		0	State			
PDXACCOUNT_PHONE		PDXACCOUNT_PHONE		0	Phone			
PDXACCOUNT_REQUIRED		PDXACCOUNT_REQUIRED		0	* Required fields			
PDXACCOUNT_CREATE		PDXACCOUNT_CREATE		0	CREATE ACCOUNT			
PDXACCOUNT_CAPTION		PDXACCOUNT_CAPTION		0	CREATE NEW ACCOUNT			
PDXLOGIN_CAPTION		PDXLOGIN_CAPTION		0	PARADOX ACCOUNT			
PDXLOGIN_USERNAME		PDXLOGIN_USERNAME		0	Email Address			
PDXLOGIN_PASSWORD		PDXLOGIN_PASSWORD		0	Password			
PDXLOGIN_LOGIN		PDXLOGIN_LOGIN		0	LOGIN			
PDXLOGIN_CREATE		PDXLOGIN_CREATE		0	CREATE ACCOUNT			
PDXLOGIN_NEVERFORGET		PDXLOGIN_NEVERFORGET		0	Remember me			
PDX_LEGAL		PDX_LEGAL		0	I hereby agree to be bound by 			
PDX_LEGAL_AND		PDX_LEGAL_AND		0	and 			
PDX_TERMSOFUSE		PDX_TERMSOFUSE		0	Paradox Terms of Use			
PDX_PRIVACY		PDX_PRIVACY		0	Privacy & Cookies Policy			
PDXACCOUNT_CONGRATS_TITLE		PDXACCOUNT_CONGRATS_TITLE		0	Paradox Plaza available!			
PDXACCOUNT_CONGRATS		PDXACCOUNT_CONGRATS		0	As a gesture of gratitude, you can now find a\nParadox Plaza in your game under Parks & Plazas.\n			
PDXACCOUNT_THANKS_LOGIN		PDXACCOUNT_THANKS_LOGIN		0	Thank you for logging in! 			
LANGUAGE		LANGUAGE		0	ENGLISH			
LANGUAGE_ENGLISH		LANGUAGE_ENGLISH		0	(ENGLISH)			
LOADSTATUS	Saving	LOADSTATUS	Saving	0	Saving			
8446	Loading	LOADSTATUS	Loading	0	Loading			
8446	Packaging	LOADSTATUS	Packaging	0	Packaging			
8446	Compressing	LOADSTATUS	Compressing	0	Compressing textures			
8446	LOD	LOADSTATUS	LOD	0	Calculating LOD			
PAUSEMENU_TITLE		PAUSEMENU_TITLE		0	PAUSE MENU			
TOOLSMENU_MAPEDITOR		TOOLSMENU_MAPEDITOR		0	MAP EDITOR			
TOOLSMENU_ASSETEDITOR		TOOLSMENU_ASSETEDITOR		0	ASSET EDITOR			
TOOLSMENU_BACK		TOOLSMENU_BACK		0	BACK			
TOOLSMENU_LOAD		TOOLSMENU_LOAD		0	LOAD			
TOOLSMENU_NEW		TOOLSMENU_NEW		0	NEW			
CONTENT_VIEW		CONTENT_VIEW		0	VIEW ON STEAM WORKSHOP			
CONTENT_ONOFF		CONTENT_ONOFF		0	On / Off			
CONTENT_TOGGLEALL		CONTENT_TOGGLEALL		0	Toggle All			
CONTENT_SHARE		CONTENT_SHARE		0	SHARE			
CONTENT_UPDATE		CONTENT_UPDATE		0	UPDATE			
CONTENT_MAPPUBLISHED_UPDATE		CONTENT_MAPPUBLISHED_UPDATE		0	Update on Steam Workshop			
CONTENT_MAPPUBLISHED		CONTENT_MAPPUBLISHED		0	Share on Steam Workshop			
CONTENT_MAPUNPUBLISHED		CONTENT_MAPUNPUBLISHED		0	This map cannot be shared because it has not been published to the New Game panel.			
CONTENT_DELETE		CONTENT_DELETE		0	Delete			
CONTENT_UNSUBSCRIBE		CONTENT_UNSUBSCRIBE		0	Unsubscribe			
CONTENT_CONFIRM_DELETE	3857	CONTENT_CONFIRM_DELETE	Title	0	CONFIRM DELETION			
8468	3858	CONTENT_CONFIRM_DELETE	Message	0	You are about to delete this asset.\nThis action cannot be undone.\nDo you wish to proceed?\n			
CONTENT_CONFIRM_WORKSHOPDELETE	3857	CONTENT_CONFIRM_WORKSHOPDELETE	Title	0	CONFIRM UNSUBSCRIBE			
8469	3858	CONTENT_CONFIRM_WORKSHOPDELETE	Message	0	You are about to unsubscribe this item from Steam Workshop.\nDo you wish to proceed?\n			
CONFIRM_SAVEDELETE	3857	CONFIRM_SAVEDELETE	Title	0	CONFIRM DELETION			
8470	3858	CONFIRM_SAVEDELETE	Message	0	You are about to delete this save.\nDo you wish to proceed?\n			
CONFIRM_SAVEOVERRIDE	3857	CONFIRM_SAVEOVERRIDE	Title	0	CONFIRM OVERWRITE			
8471	3858	CONFIRM_SAVEOVERRIDE	Message	0	You are about to overwrite this save.\nDo you wish to proceed?\n			
CONFIRM_BUILDINGDELETE	3857	CONFIRM_BUILDINGDELETE	Title	0	CONFIRM DEMOLITION			
8472	3858	CONFIRM_BUILDINGDELETE	Message	0	You are about to destroy this structure.\nDo you wish to proceed?\n			
CONFIRM_REBINDKEY	3857	CONFIRM_REBINDKEY	Title	0	CONFIRM SHORTCUT			
8473	3858	CONFIRM_REBINDKEY	Message	0	The input '{0}' is already assigned\nto '{1}'. \nConfirm override?\n			
MAINMENU_CONFIRM_EXITGAME	3857	MAINMENU_CONFIRM_EXITGAME	Title	0	EXIT GAME			
8474	3858	MAINMENU_CONFIRM_EXITGAME	Message	0	Are you sure you want to exit?			
CONFIRMEXIT_ASSETEDITOR	3857	CONFIRMEXIT_ASSETEDITOR	Title	0	QUIT GAME			
8475	3858	CONFIRMEXIT_ASSETEDITOR	Message	0	All unsaved work will be lost.\nWhere to go next?\n			
CONFIRMEXIT_MAPEDITOR	3857	CONFIRMEXIT_MAPEDITOR	Title	0	QUIT GAME			
8476	3858	CONFIRMEXIT_MAPEDITOR	Message	0	All unsaved work will be lost.\nWhere to go next?\n			
CONFIRMEXIT	3857	CONFIRMEXIT	Title	0	QUIT GAME			
8477	3858	CONFIRMEXIT	Message	0	All unsaved progress will be lost.\nWhere to go next?\n			
CONFIRMEXIT_TOMAINMENU		CONFIRMEXIT_TOMAINMENU		0	TO MAIN MENU			
CONFIRMEXIT_TODESKTOP		CONFIRMEXIT_TODESKTOP		0	TO DESKTOP			
CONFIRM_NEWRESOLUTION	3857	CONFIRM_NEWRESOLUTION	Title	0	NEW SCREEN RESOLUTION			
8480	3858	CONFIRM_NEWRESOLUTION	Message	0	Do you want to keep these screen resolution/display settings?\nPrevious settings will be restored in {0:N0} seconds.\n			
CONFIRM_RESETCONFIGURATION	3857	CONFIRM_RESETCONFIGURATION	Title	0	RESET CONFIGURATION			
8481	3858	CONFIRM_RESETCONFIGURATION	Message	0	The default configuration will be restored when restarting the game.\nAre you sure you want to proceed?\n			
SAVEGAME_CLOUDUNSUPPORTED		SAVEGAME_CLOUDUNSUPPORTED		0	Cloud Synchronization is disabled from current Steam Account Settings			
SAVEGAME_TITLE		SAVEGAME_TITLE		0	SAVE GAME			
LOADGAME_TITLE		LOADGAME_TITLE		0	LOAD GAME			
PACKAGEAUTHOR		PACKAGEAUTHOR		0	Created by {0}			
NEWGAME_INVERTTRAFFIC		NEWGAME_INVERTTRAFFIC		0	Left-hand Traffic			
NEWGAME_TITLE		NEWGAME_TITLE		0	NEW GAME			
NEWGAME_CHOOSEMAP		NEWGAME_CHOOSEMAP		0	Choose map			
SAVEMAP_TITLE		SAVEMAP_TITLE		0	SAVE MAP			
LOADMAP_TITLE		LOADMAP_TITLE		0	LOAD MAP			
SAVEMAP_USECLOUD		SAVEMAP_USECLOUD		0	Use Steam Cloud			
NEWMAP_TITLE		NEWMAP_TITLE		0	NEW MAP			
NEWMAP_CHOOSETHEME		NEWMAP_CHOOSETHEME		0	Choose theme			
NEWMAP_NOTHEME		NEWMAP_NOTHEME		0	No theme found			
SAVEASSET_TITLE		SAVEASSET_TITLE		0	SAVE ASSET			
LOADASSET_TITLE		LOADASSET_TITLE		0	LOAD ASSET			
NEWASSET_TITLE		NEWASSET_TITLE		0	SELECT THEME			
CITY_NAME		CITY_NAME		0	City Name			
START		START		0	START			
YES		YES		0	YES			
NO		NO		0	NO			
CANCEL		CANCEL		0	CANCEL			
SELECT		SELECT		0	SELECT			
CREATE		CREATE		0	CREATE			
LOAD		LOAD		0	LOAD			
SAVE		SAVE		0	SAVE			
EXCEPTION_TITLE		EXCEPTION_TITLE		0	AN ERROR OCCURRED			
EXCEPTION_OK		EXCEPTION_OK		0	OK			
EXCEPTION_COPY		EXCEPTION_COPY		0	COPY			
CLOSE		CLOSE		0	CLOSE			
STATS_TITLE		STATS_TITLE		0	STATISTICS			
CONTENTMANAGER_TITLE		CONTENTMANAGER_TITLE		0	CONTENT MANAGER			
CONTENTMANAGER_CONTENT		CONTENTMANAGER_CONTENT		0	ALL CONTENT			
CONTENTMANAGER_PACKAGES		CONTENTMANAGER_PACKAGES		0	PACKAGES			
CONTENTMANAGER_SAVEGAMES		CONTENTMANAGER_SAVEGAMES		0	SAVEGAMES			
CONTENTMANAGER_MAPS		CONTENTMANAGER_MAPS		0	MAPS			
CONTENTMANAGER_MODS		CONTENTMANAGER_MODS		0	MODS			
CONTENTMANAGER_STEAMWORKSHOP		CONTENTMANAGER_STEAMWORKSHOP		0	STEAM WORKSHOP			
CONTENTMANAGER_ASSETS		CONTENTMANAGER_ASSETS		0	ASSETS			
WORKSHOP_INCLUDESOURCE		WORKSHOP_INCLUDESOURCE		0	Publish Source Code			
WORKSHOP_PUBLISHMOD		WORKSHOP_PUBLISHMOD		0	PUBLISH MOD ON STEAM WORKSHOP			
WORKSHOP_PUBLISHSAVE		WORKSHOP_PUBLISHSAVE		0	PUBLISH SAVEGAME ON STEAM WORKSHOP			
WORKSHOP_PUBLISHMAP		WORKSHOP_PUBLISHMAP		0	PUBLISH MAP ON STEAM WORKSHOP			
WORKSHOP_PUBLISHASSET		WORKSHOP_PUBLISHASSET		0	PUBLISH ASSET ON STEAM WORKSHOP			
WORKSHOP_TITLE		WORKSHOP_TITLE		0	Workshop Title			
WORKSHOP_DESC		WORKSHOP_DESC		0	Workshop Description			
WORKSHOP_UPDATE		WORKSHOP_UPDATE		0	UPDATE			
WORKSHOP_SHARE		WORKSHOP_SHARE		0	PUBLISH			
WORKSHOP_UPDATESTATUS	Invalid	WORKSHOP_UPDATESTATUS	Invalid	0	Idle			
8529	PreparingConfig	WORKSHOP_UPDATESTATUS	PreparingConfig	0	PREPARING CONFIG			
8529	PreparingContent	WORKSHOP_UPDATESTATUS	PreparingContent	0	PREPARING CONTENT			
8529	UploadingContent	WORKSHOP_UPDATESTATUS	UploadingContent	0	UPLOADING CONTENT			
8529	UploadingPreviewFile	WORKSHOP_UPDATESTATUS	UploadingPreviewFile	0	UPLOADING PREVIEW			
8529	CommittingChanges	WORKSHOP_UPDATESTATUS	CommittingChanges	0	COMMITTING CHANGES			
WORKSHOP_CHANGENOTE		WORKSHOP_CHANGENOTE		0	Change Note			
WORKSHOP_LEGAL		WORKSHOP_LEGAL		0	By submitting this item, you agree to the 			
WORKSHOP_LEGALLINK		WORKSHOP_LEGALLINK		0	workshop terms of service			
DEBUG_CAPTION		DEBUG_CAPTION		0	Debug Output			
DEBUG_CLEAR		DEBUG_CLEAR		0	CLEAR			
OPTIONS_TITLE		OPTIONS_TITLE		0	OPTIONS			
OPTIONS_MISC_RESETUNLOCKING		OPTIONS_MISC_RESETUNLOCKING		0	Reset Unique Building Unlocking			
OPTIONS_MISC_RESETCONF		OPTIONS_MISC_RESETCONF		0	Reset Configuration			
OPTIONS_MISC_LOGOUTPDX		OPTIONS_MISC_LOGOUTPDX		0	Log out of your Paradox Account			
OPTIONS_LANGUAGE		OPTIONS_LANGUAGE		0	Language			
OPTIONS_AUTOEXPAND_CHIRPER		OPTIONS_AUTOEXPAND_CHIRPER		0	Auto-open Chirper messages			
OPTIONS_TUTORIAL_MESSAGES		OPTIONS_TUTORIAL_MESSAGES		0	Tutorial Messages			
OPTIONS_GRAPHICS		OPTIONS_GRAPHICS		0	GRAPHICS			
OPTIONS_GAMEPLAY		OPTIONS_GAMEPLAY		0	GAMEPLAY			
OPTIONS_MISC		OPTIONS_MISC		0	MISC			
OPTIONS_AUDIO		OPTIONS_AUDIO		0	AUDIO			
OPTIONS_ASPECTRATIO		OPTIONS_ASPECTRATIO		0	Aspect Ratio			
OPTIONS_RESOLUTION		OPTIONS_RESOLUTION		0	Resolution			
OPTIONS_DISPLAYMODE		OPTIONS_DISPLAYMODE		0	Display Mode			
OPTIONS_APPLY		OPTIONS_APPLY		0	Apply			
OPTIONS_EDGESCROLLING		OPTIONS_EDGESCROLLING		0	Edge Scrolling Enabled			
OPTIONS_EDGESCROLLINGSENSITIVITY		OPTIONS_EDGESCROLLINGSENSITIVITY		0	Edge Scrolling Sensitivity			
OPTIONS_MOUSESENSITIVITY		OPTIONS_MOUSESENSITIVITY		0	Camera Rotation Sensitivity			
OPTIONS_KM_SHARED		OPTIONS_KM_SHARED		0	Shared			
OPTIONS_KM_GAME		OPTIONS_KM_GAME		0	In-Game			
OPTIONS_KM_MAPEDITOR		OPTIONS_KM_MAPEDITOR		0	Map Editor			
OPTIONS_KM_DECORATION		OPTIONS_KM_DECORATION		0	Asset Editor			
OPTIONS_MAINVOLUME		OPTIONS_MAINVOLUME		0	Main Volume			
OPTIONS_AMBIENTVOLUME		OPTIONS_AMBIENTVOLUME		0	Ambient Volume			
OPTIONS_MUSICVOLUME		OPTIONS_MUSICVOLUME		0	Music Volume			
OPTIONS_EFFECTVOLUME		OPTIONS_EFFECTVOLUME		0	Effects Volume			
OPTIONS_UIVOLUME		OPTIONS_UIVOLUME		0	User Interface Volume			
OPTIONS_TILTSHIFTAMOUNT		OPTIONS_TILTSHIFTAMOUNT		0	Tilt Shift Amount			
OPTIONS_COLORCORRECTION		OPTIONS_COLORCORRECTION		0	Color Correction Override			
OPTIONS_SHADOWSQUALITY		OPTIONS_SHADOWSQUALITY		0	Shadows Quality			
OPTIONS_SHADOWSDISTANCE		OPTIONS_SHADOWSDISTANCE		0	Shadows Distance			
OPTIONS_ANTIALIASING		OPTIONS_ANTIALIASING		0	Anti-aliasing			
OPTIONS_TEXTURESQUALITY		OPTIONS_TEXTURESQUALITY		0	Texture Quality			
OPTIONS_TEXTURESANISO		OPTIONS_TEXTURESANISO		0	Anisotropic Filtering			
OPTIONS_BRIGHTNESS		OPTIONS_BRIGHTNESS		0	Brightness			
OPTIONS_VSYNC		OPTIONS_VSYNC		0	V-Sync			
OPTIONS_LOD		OPTIONS_LOD		0	Level of Detail			
OPTIONS_ENABLED		OPTIONS_ENABLED		0	Enabled			
OPTIONS_DISABLED		OPTIONS_DISABLED		0	Disabled			
OPTIONS_LOW		OPTIONS_LOW		0	Low			
OPTIONS_MEDIUM		OPTIONS_MEDIUM		0	Medium			
OPTIONS_HIGH		OPTIONS_HIGH		0	High			
OPTIONS_VERYHIGH		OPTIONS_VERYHIGH		0	Very High			
OPTIONS_VERYSHORT		OPTIONS_VERYSHORT		0	Very Short			
OPTIONS_SHORT		OPTIONS_SHORT		0	Short			
OPTIONS_FAR		OPTIONS_FAR		0	Far			
OPTIONS_VERYFAR		OPTIONS_VERYFAR		0	Very Far			
ASPECTRATIO_NORMAL		ASPECTRATIO_NORMAL		0	Normal (4:3)			
ASPECTRATIO_WIDESCREEN		ASPECTRATIO_WIDESCREEN		0	Widescreen (16:9)			
ASPECTRATIO_WIDESCREEN2		ASPECTRATIO_WIDESCREEN2		0	Widescreen (16:10)			
ASPECTRATIO_WIDESCREEN3		ASPECTRATIO_WIDESCREEN3		0	Widescreen (21:9)			
DISPLAYMODE_WINDOWED		DISPLAYMODE_WINDOWED		0	Windowed			
DISPLAYMODE_FULLSCREEN		DISPLAYMODE_FULLSCREEN		0	Fullscreen			
KEYMAPPING_MULTIPLE		KEYMAPPING_MULTIPLE		0	Multiple Actions			
NEWSFEED_TITLE		NEWSFEED_TITLE		0	News Feed			
STORE_TITLE		STORE_TITLE		0	Store			
CONTENTMANAGER_GUIDE		CONTENTMANAGER_GUIDE		0	Please note: All mods are global. Activating a mod and loading a saved game will modify the game experience.			
CONTENTMANAGER_ACHIEVEMENTS		CONTENTMANAGER_ACHIEVEMENTS		0	Achievements are disabled when mods are active.			
WORKSHOP_MAPS		WORKSHOP_MAPS		0	Get more maps on			
WORKSHOP_SAVES		WORKSHOP_SAVES		0	Get more saved games on			
CONTENTMANAGER_REPLACE		CONTENTMANAGER_REPLACE		0	Replace			
CONTENTMANAGER_REPLACE_TOOLTIP		CONTENTMANAGER_REPLACE_TOOLTIP		0	When 'Replace' is enabled, the asset will override previously loaded assets that share the same name.			
WORKSHOP_ASSETS		WORKSHOP_ASSETS		0	Get more assets on			
WORKSHOP_MODS		WORKSHOP_MODS		0	Get more mods on			
OPERATION_IN_PROGRESS	3857	OPERATION_IN_PROGRESS	Title	0	Operation in progress			
8605	3858	OPERATION_IN_PROGRESS	Message	0	The mesh is still being processed. Please wait.			
WORKSHOP_WORKSHOP		WORKSHOP_WORKSHOP		0	Steam Workshop			
MOD_ENABLED_STATUS		MOD_ENABLED_STATUS		0	{0} / {1} mods enabled			
MOD_TITLE	HardMode	MOD_TITLE	HardMode	0	Hard Mode			
8608	UnlimitedMoney	MOD_TITLE	UnlimitedMoney	0	Unlimited Money			
8608	EasyMode	MOD_TITLE	EasyMode	0	Easy Mode			
8608	UnlockAll	MOD_TITLE	UnlockAll	0	Unlock All			
MOD_DESC	8609	MOD_DESC	HardMode	0	More challenge for experienced players			
8613	8610	MOD_DESC	UnlimitedMoney	0	Money never runs out			
8613	8611	MOD_DESC	EasyMode	0	Sit back and relax. A more casual game experience.			
8613	8612	MOD_DESC	UnlockAll	0	All progression milestones become unlocked			
MOD_INTERFACES		MOD_INTERFACES		0	Interfaces:			
MOD_INTERFACES_CONFLICT		MOD_INTERFACES_CONFLICT		0	Multiple mods inherit the same interfaces. In case of conflicts, unexpected behaviour may occur.			
MONEY_FORMAT		MONEY_FORMAT		0	C			
MONEY_FORMATNOCENTS		MONEY_FORMATNOCENTS		0	C0			
MONEY_LOCALE		MONEY_LOCALE		0	en-us			
MONEY_CURRENCY		MONEY_CURRENCY		0	₡			
VALUE_PERCENTAGE		VALUE_PERCENTAGE		0	{0} %			
MAIN_MONEYINFO		MAIN_MONEYINFO		0	Bank Balance			
MAIN_MONEYDELTA		MAIN_MONEYDELTA		0	Weekly Income			
MAIN_PLAYPAUSE		MAIN_PLAYPAUSE		0	Play / Pause			
MAIN_DATE		MAIN_DATE		0	Date			
MAIN_SPEED		MAIN_SPEED		0	Accelerate Time			
MAIN_AREAS		MAIN_AREAS		0	Areas			
MAIN_UNLOCKING		MAIN_UNLOCKING		0	Milestones			
MAIN_CITYINFO		MAIN_CITYINFO		0	City Information			
MAIN_ZONING_DEMAND		MAIN_ZONING_DEMAND		0	Zoning Demand			
MAIN_RESIDENTIAL_DEMAND	5627	MAIN_RESIDENTIAL_DEMAND	None	0	No demand for residential zone			
8630	Low	MAIN_RESIDENTIAL_DEMAND	Low	0	Low demand for residential zone			
8630	Medium	MAIN_RESIDENTIAL_DEMAND	Medium	0	Medium demand for residential zone			
8630	High	MAIN_RESIDENTIAL_DEMAND	High	0	High demand for residential zone			
8630	Critical	MAIN_RESIDENTIAL_DEMAND	Critical	0	Very high demand for residential zone			
MAIN_COMMERCIAL_DEMAND	5627	MAIN_COMMERCIAL_DEMAND	None	0	No demand for commercial zone			
8635	8631	MAIN_COMMERCIAL_DEMAND	Low	0	Low demand for commercial zone			
8635	8632	MAIN_COMMERCIAL_DEMAND	Medium	0	Medium demand for commercial zone			
8635	8633	MAIN_COMMERCIAL_DEMAND	High	0	High demand for commercial zone			
8635	8634	MAIN_COMMERCIAL_DEMAND	Critical	0	Very high demand for commercial zone			
MAIN_INDUSTRYOFFICE_DEMAND	5627	MAIN_INDUSTRYOFFICE_DEMAND	None	0	No demand for industry or offices			
