id	index	key	value	value（翻訳）	備考: 翻訳に改行が含まれているとロケール作成時にエラーになります。改行を入れないよう注意して下さい。（注：ゲーム内の改行は\nと書く）
AREA_OWNEDTILE		0	Owned Tile	所有タイル	
AREA_WATERAMOUNT		0	Amount of Water	水の量	
INFOPANEL_FOCUS		0	Focus	フォーカス	
INFOPANEL_FOLLOW		0	Follow	フォロー	
CITYSERVICE_ONOFF		0	On/off	オン/オフ	
CITYSERVICE_MOVE		0	Relocate Building	施設の移築	
CITYSERVICE_EMPTY		0	Empty building to another facility	他の施設へ搬出	
CITYSERVICE_STOPEMPTY		0	Stop emptying	搬出を停止	
CITYSERVICE_BUDGET		0	Open the Budget Panel	予算パネルを開く	
ZONEDBUILDING_TITLE	ResidentialLow	0	Low Density Residential Building	低密度住宅施設	
ZONEDBUILDING_TITLE	ResidentialHigh	0	High Density Residential Building	高密度住宅施設	
ZONEDBUILDING_TITLE	CommercialLow	0	Low Density Commercial Building	低密度商業施設	
ZONEDBUILDING_TITLE	CommercialHigh	0	High Density Commercial Building	高密度商業施設	
ZONEDBUILDING_TITLE	Industrial	0	Industrial Building	産業施設	
ZONEDBUILDING_TITLE	Office	0	Office Building	オフィス施設	
ZONEDBUILDING_UNEDUCATED		0	Uneducated	教育を受けていない	
ZONEDBUILDING_EDUCATED		0	Educated	初等教育を受けた	
ZONEDBUILDING_WELLEDUCATED		0	Well Educated	中等教育を受けた	
ZONEDBUILDING_HIGHLYEDUCATED		0	Highly Educated	高等教育を受けた	
ZONEDBUILDING_CHILDREN		0	Children	子供	
ZONEDBUILDING_TEENS		0	Teens	ティーン	
ZONEDBUILDING_YOUNGS		0	Young Adults	若者	
ZONEDBUILDING_ADULTS		0	Adults	大人	
ZONEDBUILDING_SENIORS		0	Seniors	シニア	
ZONEDBUILDING_WORKERS		0	{0} / {1} workers	労働者 {0} / {1} 人	
ZONEDBUILDING_OVEREDUCATEDWORKERS		0	{0} overeducated workers	教育過剰な労働者 {0}	
ZONEDBUILDING_OVEREDUCATEDWORKER		0	{0} overeducated worker	教育過剰な労働者 {0}	
ZONEDBUILDING_EL0_WORKERCOUNT		0	Uneducated workers	教育を受けていない労働者	
ZONEDBUILDING_EL1_WORKERCOUNT		0	Educated workers	初等教育を受けた労働者	
ZONEDBUILDING_EL2_WORKERCOUNT		0	Well educated workers	中等教育を受けた労働者	
ZONEDBUILDING_EL3_WORKERCOUNT		0	Highly educated workers	高等教育を受けた労働者	
ZONEDBUILDING_EL0_WORKPLACECOUNT		0	Uneducated workplaces	教育を受けていなくても働ける職場	
ZONEDBUILDING_EL1_WORKPLACECOUNT		0	Educated workplaces	初等教育を受けた者が働ける職場	
ZONEDBUILDING_EL2_WORKPLACECOUNT		0	Educated workplaces	中等教育を受けた者が働ける職場	
ZONEDBUILDING_EL3_WORKPLACECOUNT		0	Highly educated workplaces	高等教育を受けた者が働ける職場	
ZONEDBUILDING_JOBSAVAIL		0	Jobs available	求人有	
ZONEDBUILDING_WORKERCHART		0	The outer ring displays the ratio of available workplaces by education level.\nThe inner circle displays the ratio of workers by education level.\n	外側のリングは教育レベルによって利用可能な職場の比率を表示します。内側の円は、教育レベルによる労働者の比率が表示されます。	
ZONEDBUILDING_EDUCATIONCHART		0	Displays the ratio of residents by education level.	住民における教育レベルの比率を表示。	
ZONEDBUILDING_AGECHART		0	Displays the ratio of residents by age group.	住民における年齢層の比率を表示。	
ZONEDBUILDING_CHILD_RESIDENTCOUNT		0	Child residents	ここに住んでいる子供	
ZONEDBUILDING_TEEN_RESIDENTCOUNT		0	Teen residents	ここに住んでいるティーン	
ZONEDBUILDING_YOUNG_RESIDENTCOUNT		0	Young adult residents	ここに住んでいる若者	
ZONEDBUILDING_ADULT_RESIDENTCOUNT		0	Adult residents	ここに住んでいる大人	
ZONEDBUILDING_SENIOR_RESIDENTCOUNT		0	Senior residents	ここに住んでいるシニア	
ZONEDBUILDING_UNEDUCATED_RESIDENTCOUNT		0	Uneducated residents	教育を受けていない住民	
ZONEDBUILDING_EDUCATED_RESIDENTCOUNT		0	Educated residents	初等教育を受けた住民	
ZONEDBUILDING_WELLEDUCATED_RESIDENTCOUNT		0	Well educated residents	中等教育を受けた住民	
ZONEDBUILDING_HIGHLYEDUCATED_RESIDENTCOUNT		0	Highly educated residents	高等教育を受けた住民	
DISTRICT_LANDVALUE_AVERAGE		0	{0} {1}/m²	{0} {1}/m²	
DISTRICT_POLICIES		0	POLICIES	条例	
DISTRICT_AVGLEVELS		0	Average Zoned Buildings Level	区画の建物の平均レベル	
DISTRICT_DISTRIBUTION		0	Zoned Buildings\nDistribution\n	区画の建物\n配分\n	
DISTRICT_AVGVALUE		0	Average\nLand Value\n	平均\n地価\n	
DISTRICT_CHILDAMOUNT		0	Children in the district	地区内の子供	
CITY_CHILDAMOUNT		0	Children in the city	都市内の子供	
DISTRICT_TEENAMOUNT		0	Teens in the district	地区内のティーン	
CITY_TEENAMOUNT		0	Teens in the city	都市内のティーン	
DISTRICT_YOUNGAMOUNT		0	Young adults in the district	地区内の若者	
CITY_YOUNGAMOUNT		0	Young adults in the city	都市内の若者	
DISTRICT_ADULTAMOUNT		0	Adults in the district	地区内の大人	
CITY_ADULTAMOUNT		0	Adults in the city	都市内の大人	
DISTRICT_SENIORAMOUNT		0	Seniors in the district	地区内のシニア	
CITY_SENIORAMOUNT		0	Seniors in the city	都市内のシニア	
DISTRICT_AGECHART		0	Displays the population ratio of the district by age group.	地区の年齢層の比率	
CITY_AGECHART		0	Displays the population ratio of the city by age group.	都市の年齢層の比率	
DISTRICT_RESIDENTIAL		0	Residential Zones	住宅区画	
DISTRICT_COMMERCIAL		0	Commercial Zones	商業区画	
DISTRICT_INDUSTRIAL		0	Industrial Zones	産業区画	
DISTRICT_OFFICE		0	Office Zones	オフィス区画	
CITY_DISTRIBUTIONCHART		0	Displays the ratio of zone types in the city	都市の区画の比率	
DISTRICT_DISTRIBUTIONCHART		0	Displays the ratio of zone types in the district	地区の区画の比率	
DISTRICT_POPULATION		0	Population	人口	
DISTRICT_HOUSEHOLDS		0	Households:	世帯数:	
DISTRICT_TOURISTS		0	Weekly\nTourist visits:\n	週間\n訪問者数: \n	
DISTRICT_WORKERS		0	Workers:	労働者:	
DISTRICT_COUNTFORMAT		0	{0} / {1}	{0} / {1}	
DISTRICT_NORESIDENTS		0	There are no residents in this district.	この地区に住人はいません。	
CITY_NORESIDENTS		0	There are no residents in the city.	街に住人はいません。	
KEYNAME	None	0	None	なし	
KEYNAME	Backspace	0	Backspace	Backspace	
KEYNAME	Tab	0	Tab	Tab	
KEYNAME	Clear	0	Clear	Clear	
KEYNAME	Return	0	Return	Enter	
KEYNAME	Pause	0	Pause	Pause	
KEYNAME	Escape	0	Escape	Escape	
KEYNAME	Space	0	Space	Space	
KEYNAME	Delete	0	Delete	Delete	
KEYNAME	Keypad0	0	Keypad 0	テンキー 0	
KEYNAME	Keypad1	0	Keypad 1	テンキー 1	
KEYNAME	Keypad2	0	Keypad 2	テンキー 2	
KEYNAME	Keypad3	0	Keypad 3	テンキー 3	
KEYNAME	Keypad4	0	Keypad 4	テンキー 4	
KEYNAME	Keypad5	0	Keypad 5	テンキー 5	
KEYNAME	Keypad6	0	Keypad 6	テンキー 6	
KEYNAME	Keypad7	0	Keypad 7	テンキー 7	
KEYNAME	Keypad8	0	Keypad 8	テンキー 8	
KEYNAME	Keypad9	0	Keypad 9	テンキー 9	
KEYNAME	KeypadPeriod	0	Keypad ,	テンキー ,	
KEYNAME	KeypadDivide	0	Keypad /	テンキー /	
KEYNAME	KeypadMultiply	0	Keypad *	テンキー 0	
KEYNAME	KeypadMinus	0	Keypad -	テンキー -	
KEYNAME	KeypadPlus	0	Keypad +	テンキー +	
KEYNAME	KeypadEnter	0	Keypad Enter	テンキー Enter	
KEYNAME	KeypadEquals	0	Keypad Equals	テンキー =	
KEYNAME	UpArrow	0	Up Arrow	↑	
KEYNAME	DownArrow	0	Down Arrow	↓	
KEYNAME	RightArrow	0	Right Arrow	→	
KEYNAME	LeftArrow	0	Left Arrow	←	
KEYNAME	Insert	0	Insert	Insert	
KEYNAME	Home	0	Home	Home	
KEYNAME	End	0	End	End	
KEYNAME	PageUp	0	Page Up	Page Up	
KEYNAME	PageDown	0	Page Down	Page Down	
KEYNAME	Numlock	0	Numlock	Numlock	
KEYNAME	CapsLock	0	CapsLock	CapsLock	
KEYNAME	ScrollLock	0	Scroll Lock	Scroll Lock	
KEYNAME	RightShift	0	Shift	Shift	
KEYNAME	LeftShift	0	Shift	Shift	
KEYNAME	RightControl	0	Control	Ctrl	
KEYNAME	LeftControl	0	Control	Ctrl	
KEYNAME	RightAlt	0	Alt	Alt	
KEYNAME	LeftAlt	0	Alt	Alt	
KEYNAME	RightCommand	0	Command	Command	
KEYNAME	RightApple	0	Apple	Apple	
KEYNAME	LeftCommand	0	Command	Command	
KEYNAME	LeftApple	0	Apple	Apple	
KEYNAME	LeftWindows	0	Windows	Windows	
KEYNAME	RightWindows	0	Windows	Windows	
KEYNAME	AltGr	0	Alt Gr	Alt Gr	
KEYNAME	Help	0	Help	Help	
KEYNAME	Print	0	Print	Print	
KEYNAME	SysReq	0	SysReq	SysReq	
KEYNAME	Break	0	Break	Break	
KEYNAME	Menu	0	Menu	Menu	
KEYNAME	Mouse0	0	Primary Mouse Button	マウス主ボタン	
KEYNAME	Mouse1	0	Secondary Mouse Button	マウス副ボタン	
KEYNAME	Mouse2	0	Middle Mouse Button	マウス中ボタン	
KEYNAME	Mouse3	0	Mouse 4	マウス 4	
KEYNAME	Mouse4	0	Mouse 5	マウス 5	
KEYNAME	Mouse5	0	Mouse 6	マウス 6	
KEYNAME	Mouse6	0	Mouse 7	マウス 7	
KEYNAME	Alpha0	0	0	0	
KEYNAME	Alpha1	0	1	1	
KEYNAME	Alpha2	0	2	2	
KEYNAME	Alpha3	0	3	3	
KEYNAME	Alpha4	0	4	4	
KEYNAME	Alpha5	0	5	5	
KEYNAME	Alpha6	0	6	6	
KEYNAME	Alpha7	0	7	7	
KEYNAME	Alpha8	0	8	8	
KEYNAME	Alpha9	0	9	9	
PUBLICTRANSPORT_LINECOUNT		0	Bus Line Count	バス系統数	1.4.0-f3 にて追加
PUBLICTRANSPORT_LINECOUNT		1	Tram Line Count	路面電車路線数	1.4.0-f3 にて追加
PUBLICTRANSPORT_LINECOUNT		2	Metro Line Count	地下鉄路線数	1.4.0-f3 にて追加
PUBLICTRANSPORT_LINECOUNT		3	Train Line Count	鉄道路線数	1.4.0-f3 にて追加
ASSETIMPORTER_CATEGORY	Roads	0	Roads	道路	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	Electricity	0	Electricity	電力	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	WaterAndSewage	0	Water & Sewage	上下水道	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	Garbage	0	Garbage	ゴミ	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	Healthcare	0	Healthcare	健康管理	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	FireDepartment	0	Fire Department	消防	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	Police	0	Police	警察	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	Education	0	Education	教育	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	PublicTransport	0	Public Transport	公共交通機関	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	Beautification	0	Parks, Plazas & Environment Props	公園、広場、美観施設	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	Monuments	0	Monuments	モニュメント	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	ResidentialLow	0	Low Density Residential	低密度住宅	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	ResidentialHigh	0	High Density Residential	高密度住宅	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	CommercialLow	0	Low Density Commercial	低密度商業	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	CommercialHigh	0	High Density Commercial	高密度商業	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	CommercialLeisure	0	Leisure Commercial	レジャー特化商業	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	CommercialTourist	0	Touristic Commercial	観光特化商業	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	Industrial	0	Generic Industry	一般産業	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	IndustrialFarming	0	Farming Industry	農業	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	IndustrialForestry	0	Forestry Industry	林業	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	IndustrialOil	0	Oil Industry	石油産業	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	IndustrialOre	0	Ore Industry	鉱業	1.4.1-f2 にて追加
ASSETIMPORTER_CATEGORY	Office	0	Office	オフィス	1.4.1-f2 にて追加
CONFIRM_UNSUBSCRIBEALL	Title	0	Unsubscribe All	サブスクライブを全解除	1.4.1-f2 にて追加
CONFIRM_UNSUBSCRIBEALL	Message	0	Unsubscribe from all workshop items?	ワークショップアイテムのサブスクライブをすべて解除しますか？	1.4.1-f2 にて追加
VEHICLE_MODIFYLINE		0	Modify Line	路線を変更	1.4.0-f3 にて追加
VEHICLE_LINESOVERVIEW		0	Lines Overview	路線の概要	1.4.0-f3 にて追加
HEIGHTMAP_PRECISION		0	Precision	精度	1.4.0-f3 にて追加
HEIGHTMAP_FORMAT		0	Format	形式	1.4.0-f3 にて追加
