0	ref_name	index	key	value	value(翻訳）	備考: 翻訳に改行が含まれているとロケール作成時にエラーになります。改行を入れないよう注意して下さい。（注：ゲーム内の改行は\nと書く）	更新日
7687	CHIRP_FIRST_SOLAR_UPDRAFT_TOWER		0	Solar energy technology is an investment in the future #solarupdrafttower	太陽エネルギー技術は将来への投資だね#ソーラーチムニー	1.9.0-f5で追加	
7688	CHIRP_FIRST_ECO_WATER_OUTLET		0	I think it was a responsible decision from our city to choose the #ecowateroutlets	いくらかでも #下水処理 を始めたのは、無責任でない決定だと思う。	1.9.0-f5で追加	
7689	CHIRP_FIRST_ECO_WATER_TREATMENT_PLANT		0	Investing in a water treatment plant with the latest purification technology is not an expense - it's the only viable choice. #greencity	最新の汚染除去技術を利用した水処理施設は、もはや無駄遣いではなく、唯一の実現可能な選択です。 #緑の都市	1.9.0-f5で追加	
7690	CHIRP_FIRST_RECYCLING_CENTER		0	People throw away so much stuff that could be recycled. I'm glad that our city has taken a step to the right direction.	まだリサイクルできるものがたくさん捨てられている。私たちの都市が正しい方向に舵を切ってくれて嬉しいよ。	1.9.0-f5で追加	
7691	CHIRP_FIRST_FLOATING_GARBAGE_COLLECTOR		0	#afriendlyreminder - It's still not ok to throw #trash in the water, even though we have the new floating garbage collector.	浮遊ゴミ回収機構ができたからといって、水域にゴミを捨ててもいいということではないよ。 #忠告	1.9.0-f5で追加	
7692	CHIRP_FIRST_COMMUNITY_POOL		0	A great day for a little dip in the pool don't you think ;) #communitypool	ほら、今日はひと泳ぎするのにいい日だよ！ #市民プール	1.9.0-f5で追加	
7693	CHIRP_FIRST_COMMUNITY_POOL_WINTER		0	It's a bit chilly for a swim, but that just builds character :D #communitypool #frozen	今日は泳ぐにはちょっと寒いけど、都市の良いアクセントになってるね！ #寒中水泳 #市民プール	1.9.0-f5で追加	
7694	CHIRP_FIRST_SPORTS_HALL_AND_GYMNASIUM		0	OMG! The new sports hall has an excellent indoor basketball court. Highly recommended.	うわーい！　新しいスポーツホールの屋内バスケコートは本当にすごいよ。オススメ！	1.9.0-f5で追加	
7695	CHIRP_FIRST_YOGA_GARDEN		0	Get your chackras in check and come to an open air yoga session today at the #yogapark	みんなもここにきて、屋外ヨガセッションでチャクラを開こうよ！ #ヨガ公園	1.9.0-f5で追加	
7696	CHIRP_FIRST_YOGA_GARDEN_WINTER		0	Join our winter #yoga session today. Remember to dress warm, it's free-zen outside ;)	一緒に冬の庭で #ヨガ やろうよ。ウェアは厚めにね。外はさ、寒いけど、参加費無料だよ！	1.9.0-f5で追加　freezin'（寒い）と、free zen（無料の禅修行）のようですが、完全に訳すのは無理そうです。（2017/10/21)	
7697	CHIRP_FIRST_COMMUNITY_SCHOOL		0	The new #communityschool has a wide offering of different after-school activities and hobbies.	新しい #コミュニティースクール はさまざまな放課後の活動や趣味の題材を提供します。	1.9.0-f5で追加	
7698	CHIRP_FIRST_UNIVERSITY_OF_CREATIVE_ARTS		0	The new Institute of Creative Arts is going to implement new #creative ways of teaching #art	新しい創造芸術協会は、#芸術 を学ぶための新たな #活動 を実施する予定です。	1.9.0-f5で追加	
7699	CHIRP_FIRST_MODERN_TECHNOLOGY_INSTITUTE		0	Apply to the Modern Technology Institute to study cutting edge technological solutions and design.	現代テクノロジー協会に応募して、最先端の技術ソリューションとデザインを学んでください。	1.9.0-f5で追加	
7700	CHIRP_FIRST_BIOFUEL_BUS_DEPOT		0	First #biofuel busses have arrived!	#バイオディーゼル バスがやってきた！	1.9.0-f5で追加	
7701	CHIRP_FIRST_TROPICAL_GARDEN		0	The new Tropical Garden is a more pleasant kind of #urban #jungle.	新しい南国庭園は楽しい #都会 の #ジャングル　だね！	1.9.0-f5で追加	
7702	CHIRP_FIRST_FLOATING_CAFE		0	Come visit the new @FloatingCafe and enjoy the great view with your latte! Get discount by showing this Chirp to the barrista.	新しい水上喫茶店　(@FloatingCafe) で素晴らしい景色とカフェラテをお楽しみください！ このメッセージは値引きクーポンになっています。バリスタにお見せください。	1.9.0-f5で追加	
7703	CHIRP_FIRST_FISHING_ISLAND		0	If you ask me, the new fishing island is the next best thing right after a fishing boat.	釣り船を出すのが一番だけど、フィッシング・アイランドもいいものだね。	1.9.0-f5で追加	
7704	CHIRP_RANDOM_EXP5		0	Here, have a chirp. I made it myself.	ほら、呟いてごらん。こんな風に、独り言でもいいから。	1.9.0-f5で追加	
7705	CHIRP_RANDOM_EXP5		1	You know you are unpopular when your imaginary friends won't even play with you anymore.	想像上の友達すらあなたと遊んでくれなくなったら、あなたは人に好かれていない、ということです。	1.9.0-f5で追加	
7706	CHIRP_RANDOM_EXP5		2	Who needs to-do lists when you have a spouse? ;D	夫や妻がいるなら、「することリスト」は必要でしょうか？	1.9.0-f5で追加	
7707	CHIRP_RANDOM_EXP5		3	This girl at work said she liked my haircut. Did she really mean it? I'll never know, best just to shave it off.	仕事中の彼女は僕の髪型を好きだと言ってくれたけど本当かよ？だってただ剃っただけなんだ。	1.9.0-f5で追加	
7708	CHIRP_RANDOM_EXP5		4	Don't mistake my lack of weakness for intelligence.	情報収集は完璧ですが、だからといって誤解しないでください。	1.9.0-f5で追加	
7709	CHIRP_RANDOM_EXP5		5	Drunk bedroom furniture shopping can lead to waking up to just one nightstand.	酔った状態で寝室の家具を買いそろえると、ナイトスタンド一つしか買えないこともある。	1.9.0-f5で追加	
7710	CHIRP_RANDOM_EXP5		6	I believe I'm shadow banned from Chirper… Does anyone see this chirp?	チャーパーアカウントが運営に検閲されている気がする…。このメッセージ、見えてる？	1.9.0-f5で追加	
7711	CHIRP_RANDOM_EXP5		7	Anyone going to the concert tonight? I'd need a lift.	今夜のコンサートに行く人、誰かいる？　もっと気持ちを高めないと。	1.9.0-f5で追加	
7712	CHIRP_RANDOM_EXP5		8	“Armature Phantom” coming on Blu-Ray tomorrow! Can't wait to get mine!	「アーマチャー・ファントム」のブルーレイが明日発売！　もう待てない！	1.9.0-f5で追加	
7713	CHIRP_RANDOM_EXP5		9	Pro tip: Don't put salt in your #coffee . Tastes bad.	プロのアドバイス： #コーヒー に塩は合わない。	1.9.0-f5で追加	
7714	CHIRP_RANDOM_EXP5		10	Does someone know if it's allowed to have a pet alligator in urban neighborhoods?	この街って、ワニを飼ってもいいんだっけ？	1.9.0-f5で追加	
7715	MILESTONE_BUILDING_COUNT_PROG	DifferentParkBuildings	0	{0} / {1}	{0} / {1}		
7716	MILESTONE_BUILDING_COUNT_PROG	TotalParkBuildings	0	{0} / {1}	{0} / {1}		
7717	MILESTONE_BUILDING_COUNT_PROG	TotalHealthcareBuildings	0	{0} / {1}	{0} / {1}		
7718	MILESTONE_BUILDING_COUNT_PROG	TotalPoliceBuildings	0	{0} / {1}	{0} / {1}		
7719	MILESTONE_BUILDING_COUNT_PROG	TotalFireBuildings	0	{0} / {1}	{0} / {1}		
7720	MILESTONE_BUILDING_COUNT_PROG	TotalEducationBuildings	0	{0} / {1}	{0} / {1}		
7721	MILESTONE_BUILDING_COUNT_PROG	TotalElectricityBuildings	0	{0} / {1}	{0} / {1}		
7722	MILESTONE_BUILDING_COUNT_PROG	TotalWaterBuildings	0	{0} / {1}	{0} / {1}		
7723	MILESTONE_BUILDING_COUNT_PROG	TotalGarbageBuildings	0	{0} / {1}	{0} / {1}		
7724	MILESTONE_BUILDING_COUNT_PROG	TotalTransportBuildings	0	{0} / {1}	{0} / {1}		
7725	MILESTONE_BUILDING_COUNT_PROG	TotalUniqueBuildings	0	{0} / {1}	{0} / {1}		
7726	MILESTONE_BUILDING_COUNT_PROG	UniqueServiceBuildings	0	{0} / {1}	{0} / {1}		
7727	MILESTONE_BUILDING_COUNT_DESC	DifferentParkBuildings	0	Construct {0} different park/plaza buildings	{0} 種類の公園・広場を建設する	1.9.0-f5で追加	
7728	MILESTONE_BUILDING_COUNT_DESC	TotalParkBuildings	0	Construct {0} instances of parks and plazas	{0} 箇所の公園・広場を建設する	1.9.0-f5で追加	
7729	MILESTONE_BUILDING_COUNT_DESC	TotalHealthcareBuildings	0	Construct {0} healthcare buildings	{0} 箇所の健康促進のための建物を建設する	1.9.0-f5で追加	
7730	MILESTONE_BUILDING_COUNT_DESC	TotalPoliceBuildings	0	Construct {0} police department buildings	{0} 箇所の警察署を建設する	1.9.0-f5で追加	
7731	MILESTONE_BUILDING_COUNT_DESC	TotalFireBuildings	0	Construct {0} fire department buildings	{0} 箇所の消防署を建設する	1.9.0-f5で追加	
7732	MILESTONE_BUILDING_COUNT_DESC	TotalEducationBuildings	0	Construct {0} education buildings	{0} 箇所の学校を建設する	1.9.0-f5で追加	
7733	MILESTONE_BUILDING_COUNT_DESC	TotalElectricityBuildings	0	Construct {0} power plants	{0} 箇所の発電所を建設する	1.9.0-f5で追加	
7734	MILESTONE_BUILDING_COUNT_DESC	TotalWaterBuildings	0	Construct {0} water facilities	{0} 箇所の上下水道施設を建設する	1.9.0-f5で追加	
7735	MILESTONE_BUILDING_COUNT_DESC	TotalGarbageBuildings	0	Construct {0} garbage facilities	{0} 箇所のゴミ処理施設を建設する	1.9.0-f5で追加	
7736	MILESTONE_BUILDING_COUNT_DESC	TotalTransportBuildings	0	Construct {0} public transport buildings	{0} 箇所の公共交通施設を建設する	1.9.0-f5で追加	
7737	MILESTONE_BUILDING_COUNT_DESC	TotalUniqueBuildings	0	Construct {0} unique buildings	{0} 箇所のユニーク施設を建設する	1.9.0-f5で追加	
7738	MILESTONE_BUILDING_COUNT_DESC	UniqueServiceBuildings	0	Construct {0} different city service buildings	{0} 種類の都市サービス施設を建設する	1.9.0-f5で追加	
7739	OPTION_FADE_AWAY_NOTIFICATIONS		0	Hide far-away notification icons	遠距離の情報アイコンを非表示	1.9.0-f5で追加	
7740	ASSETTYPE_ROAD		0	Road	道路	1.9.0-f5で追加	
7741	DLCPANEL_GREENCITIES		0	Green Cities DLC	DLC「Green Cities」	1.9.0-f5で追加	
7742	CONTENT_GC_REQUIRED		0	Green Cities DLC required	Green Citiesが必要	1.9.0-f5で追加	
7743	CONTENT_GC_BUY		0	Buy Green Cities on Steam	SteamでGreen Citiesを購入する	1.9.0-f5で追加	
7744	ASSETIMPORTER_CATEGORY	OfficeHightech	0	IT Cluster	ITクラスタ－	1.9.0-f5で追加	
7745	ASSETIMPORTER_CATEGORY	CommercialEco	0	Organic and Local Produce	オーガニック・地産地消	1.9.0-f5で追加	
7746	ASSETIMPORTER_CATEGORY	ResidentialHighEco	0	High Density Residential Self Sufficient Buildings	高密度の自給自足型住宅	1.9.0-f5で追加	
7747	ASSETIMPORTER_CATEGORY	ResidentialLowEco	0	Low Density Residential Self Sufficient Buildings	低密度の自給自足型住宅	1.9.0-f5で追加	
7748	ASSETIMPORTER_CATEGORY	Tourism	0	Tourism	観光	1.10.0-f3 にて追加	
7749	ASSETIMPORTER_CATEGORY	Wonders	0	Monuments	モニュメント	1.10.0-f3 にて追加	
7750	ASSETIMPORTER_CATEGORY	PlayerIndustry	0	Special Industry	特化産業	1.11.0-f3 にて追加	
7751	ASSETIMPORTER_CATEGORY	Roads	0	Roads	道路		
7752	ASSETIMPORTER_CATEGORY	Electricity	0	Electricity	電力		
7753	ASSETIMPORTER_CATEGORY	WaterAndSewage	0	Water & Sewage	上下水道		
7754	ASSETIMPORTER_CATEGORY	Garbage	0	Garbage	ゴミ		
7755	ASSETIMPORTER_CATEGORY	Healthcare	0	Healthcare	健康管理		
7756	ASSETIMPORTER_CATEGORY	FireDepartment	0	Fire Department	消防		
7757	ASSETIMPORTER_CATEGORY	Police	0	Police	警察		
7758	ASSETIMPORTER_CATEGORY	Education	0	Education	教育		
7759	ASSETIMPORTER_CATEGORY	PublicTransport	0	Public Transport	公共交通機関		
7760	ASSETIMPORTER_CATEGORY	Beautification	0	Parks, Plazas & Wildlife	公園、広場、美観施設		
7761	ASSETIMPORTER_CATEGORY	Monuments	0	Unique Buildings	ユニーク		
7762	ASSETIMPORTER_CATEGORY	ResidentialLow	0	Low Density Residential	低密度住宅		
7763	ASSETIMPORTER_CATEGORY	ResidentialHigh	0	High Density Residential	高密度住宅		
7764	ASSETIMPORTER_CATEGORY	CommercialLow	0	Low Density Commercial	低密度商業		
7765	ASSETIMPORTER_CATEGORY	CommercialHigh	0	High Density Commercial	高密度商業		
7766	ASSETIMPORTER_CATEGORY	CommercialLeisure	0	Leisure Commercial	レジャー特化商業		
7767	ASSETIMPORTER_CATEGORY	CommercialTourist	0	Touristic Commercial	観光特化商業		
7768	ASSETIMPORTER_CATEGORY	Industrial	0	Generic Industry	一般産業		
7769	ASSETIMPORTER_CATEGORY	IndustrialFarming	0	Farming Industry	農業		
7770	ASSETIMPORTER_CATEGORY	IndustrialForestry	0	Forestry Industry	林業		
7771	ASSETIMPORTER_CATEGORY	IndustrialOil	0	Oil Industry	石油産業		
7772	ASSETIMPORTER_CATEGORY	IndustrialOre	0	Ore Industry	鉱業		
7773	ASSETIMPORTER_CATEGORY	Office	0	Office	オフィス		
7774	CUSTOM_ROAD_TOOLTIP_TITLE		0	Custom Road	カスタム道路	1.9.0-f5で追加	
7775	CUSTOM_ROAD_TOOLTIP_DESC		0	Place your custom road to see how it looks and connects to other road types	自分でカスタマイズした道路を配置して、見栄えや他との繋がりを確認してみましょう。	1.9.0-f5で追加	
7776	LINEINFOPANEL_LINEINCOMPLETE		0	Line incomplete	路線が未完成です	1.9.0-f5で追加	
7777	DLCPANEL_EUROCONTENTPACK		0	European Suburbia DLC	DLC 「European Suburbia」	1.9.0-f5で追加	
7778	STYLES_EUROPEANSUBURBIA		0	European Suburbia	ヨーロッパ郊外	1.9.0-f5で追加	
7779	UNLOCK_SPECIALIZATION_RESIDENTIAL		0	New Residential Specializations	新しい住宅特化	1.9.0-f5で追加	
7780	UNLOCK_SPECIALIZATION_OFFICE		0	New Office Specializations	新しいオフィス特化	1.9.0-f5で追加	
7781	ECONOMYPANEL_OVERVIEW_TOOLTIP		0	Income/Expenses Overview	収入／支出の概要	1.9.0-f5で追加	
7782	ECONOMYPANEL_RESIDENTIAL_TOOLTIP		0	Income from Residential Zones	住宅区画からの収入	1.9.0-f5で追加	
7783	ECONOMYPANEL_COMMERCIAL_TOOLTIP		0	Income from Commercial Zones	商業区画からの収入	1.9.0-f5で追加	
7784	ECONOMYPANEL_WORK_TOOLTIP		0	Income from Industrial and Office Zones	工業・オフィス区画からの収入	1.9.0-f5で追加	
7785	ECONOMYPANEL_PUBLICTRANSPORT_TOOLTIP		0	Income and expenses from public transportation	公共輸送からの収入／支出	1.9.0-f5で追加	
7786	ECONOMYPANEL_EVENTS_TOOLTIP		0	Events	イベント	1.9.0-f5で追加	
7787	ECONOMYPANEL_LOWDENSITY		0	Low Density	低密度	1.9.0-f5で追加	
7788	ECONOMYPANEL_HIGHDENSITY		0	High Density	高密度	1.9.0-f5で追加	
7789	ECONOMYPANEL_IPC_RESIDENTIAL		0	{0} of your income comes from residential zones.	住宅区画から {0} の収入	1.9.0-f5で追加	
7790	ECONOMYPANEL_IPC_COMMERCIAL		0	{0} of your income comes from commercial zones.	商業区画から {0} の収入	1.9.0-f5で追加	
7791	ECONOMYPANEL_IPC_WORK		0	{0} of your income comes from industrial and office zones.	産業・オフィス区画から {0} の収入	1.9.0-f5で追加	
7792	ECONOMYPANEL_IPC_PUBLICTRANSPORTINCOME		0	{0} of your income comes from public transportation.	公共交通機関から {0} の収入	1.9.0-f5で追加	
7793	ECONOMYPANEL_IPC_PUBLICTRANSPORTEXPENSES		0	{0} of your expenses come from public transportation.	公共交通機関へ {0} の支出	1.9.0-f5で追加	
7794	ECONOMYPANEL_LEISURE		0	Leisure	レジャー	1.9.0-f5で追加	
7795	ECONOMYPANEL_TOURISM		0	Tourism	観光	1.9.0-f5で追加	
7796	ECONOMYPANEL_ORGANIC		0	Organic and Local Produce	オーガニック・地産地消	1.9.0-f5で追加	
7797	ECONOMYPANEL_SELFSUFFICIENT		0	Self Sufficient Buildings	自給自足型住宅	1.9.0-f5で追加	
7798	ECONOMYPANEL_FOREST		0	Forest	林業	1.9.0-f5で追加	
7799	ECONOMYPANEL_OIL		0	Oil	石油	1.9.0-f5で追加	2018/6/23
7800	ECONOMYPANEL_ORE		0	Ore	鉱石	1.9.0-f5で追加	
7801	ECONOMYPANEL_FARMING		0	Farming	農業	1.9.0-f5で追加	
7802	ECONOMYPANEL_HIGHTECH		0	IT Cluster	ITクラスター	1.9.0-f5で追加	
7803	ECONOMYPANEL_OFFICE		0	Office	オフィス	1.9.0-f5で追加	
7804	ECONOMYPANEL_INDUSTRY		0	Industry	工業	1.9.0-f5で追加	
7805	ECONOMYPANEL_PROFIT		0	PROFIT	利益	1.9.0-f5で追加	
7806	ECONOMYPANEL_TOTALPROFIT		0	TOTAL PROFIT	利益の合計	1.9.0-f5で追加	
7807	INCOME_TT_TOTAL_RESIDENTIAL		0	Weekly Total Income from Residential Zones	週あたりの住宅区画からの収入	1.9.0-f5で追加	
7808	INCOME_TT_TOTAL_COMMERCIAL		0	Weekly Total Income from Tourism	週あたりの商業区画からの収入	1.9.0-f5で追加	
7809	INCOME_TT_TOTAL_WORK		0	Weekly Total Income from Industrial and Office Zones	週あたりの産業・オフィス区画からの収入	1.9.0-f5で追加	
7810	PROFIT_TT_TOTAL_PUBTRANS		0	Weekly Total Public Transportation Profit	週あたりの公共交通からの利益	1.9.0-f5で追加	
7811	ECONOMYPANEL_TITLE_PUBTRANS		0	Public Transportation	公共交通	1.9.0-f5で追加	
7812	ECONOMYPANEL_ALL		0	All	すべて	1.9.0-f5で追加	
7813	ECONOMYPANEL_OTHER		0	Other	その他	1.10.0-f3 にて追加	
7814	PARKINFOPANEL_INFO		0	Info	情報	1.10.0-f3 にて追加	
7815	PARKINFOPANEL_POLICIES		0	Policies	エリア条例	1.10.0-f3 にて追加　「パーク条例」→「エリア条例」。産業エリアと共用のため	2018/10/28
7816	PUBLICTRANSPORT_PASSENGERAGEGROUPS_TOOLTIP		0	Displays the distribution of passengers by age group.	年齢層ごとの来訪者	1.10.0-f3 にて追加	
7817	UNLOCK_FENCES		0	New Fences	新しいフェンス	1.10.0-f3 にて追加	
7818	DLCPANEL_PARKLIFE		0	Parklife DLC	Parklife DLC	1.10.0-f3 にて追加	
7819	INFO_PARKMAINTENANCE_TITLE		0	Park Maintenance	パーク整備	1.10.0-f3 にて追加	
7820	INFO_DISASTERDETECTION_TITLE		0	Disaster Detection	早期災害警報	1.10.0-f3 にて追加	
7821	INFO_DESTRUCTION_TITLE		0	Destruction	被害情報	1.10.0-f3 にて追加	
7822	INFO_TOURS_TITLE		0	Tours	ツアー	1.10.0-f3 にて追加	
7823	INFO_TOURISM_ATTRACTIVENESS		0	Attractiveness	魅力度	1.10.0-f3 にて追加	
7824	UIFILTER	Other	0	Miscellaneous	その他	1.10.0-f3 にて追加	
7825	UIFILTER	SmallBuildings	0	Small Buildings	小型の建築物	1.10.0-f3 にて追加	
7826	UIFILTER	BigBuildings	0	Large Buildings	大型の建築物	1.10.0-f3 にて追加	
7827	UIFILTER	PezBuildings	0	Park Buildings	パーク用建築物	1.10.0-f3 にて追加	
7828	UIFILTER	NetPrefabs	0	Net Structures	インフラ網	1.10.0-f3 にて追加	
7829	UIFILTER	Props	0	Props	プロップ	1.10.0-f3 にて追加	
7830	UIFILTER	TreesSmall	0	Small Trees	小さな木	1.10.0-f3 にて追加	
7831	UIFILTER	TreesMedium	0	Medium Trees	中程度の木	1.10.0-f3 にて追加	
7832	UIFILTER	TreesLarge	0	Large Trees	大きな木	1.10.0-f3 にて追加	
7833	UIFILTER	BuiltinItems	0	Built-in Assets	組み込みのアセット	1.10.0-f3 にて追加	
7834	UIFILTER	WorkshopItems	0	User-made Assets	ユーザー作成のアセット	1.10.0-f3 にて追加	
7835	UIFILTER	IndustryMainAndAuxiliary	0	Main & Auxiliary Buildings	本館と補助施設	1.11.0-f3 にて追加	
7836	UIFILTER	ExtractorBuildings	0	Extractor Buildings	採取施設	1.11.0-f3 にて追加	
7837	UIFILTER	ProcessingBuildings	0	Processing Buildings	加工施設	1.11.0-f3 にて追加	
7838	UIFILTER	StorageBuildings	0	Storage Buildings	貯蔵施設	1.11.0-f3 にて追加	
7839	FENCE_OPTION_STRAIGHT		0	Straight Fence	直線のフェンス	1.10.0-f3 にて追加	
7840	FENCE_OPTION_CURVED		0	Curved Fence	曲線のフェンス	1.10.0-f3 にて追加	
7841	FENCE_OPTION_FREEFORM		0	Free-form Fence	自由曲線のフェンス	1.10.0-f3 にて追加	
7842	FENCE_OPTION_UPGRADE		0	Upgrade Fence	フェンスをアップグレード	1.10.0-f3 にて追加	
7843	NET_OPTION_STRAIGHT		0	Straight Tool	直線ツール	1.10.0-f3 にて追加	
7844	NET_OPTION_CURVED		0	Curved Tool	カーブツール	1.10.0-f3 にて追加	
7845	NET_OPTION_FREEFORM		0	Free-form Tool	自由曲線ツール	1.10.0-f3 にて追加	
7846	NET_OPTION_UPGRADE		0	Upgrade Tool	アップグレードツール	1.10.0-f3 にて追加	
7847	FREEWHATSNEW7_TITLE6		0	More Props	プロップの追加	1.10.0-f3 にて追加	
7848	FREEWHATSNEW7_TEXT6		0	There are now even more props available under Parks & Plazas and Landscaping menus! Earlier these props were available only in the editors, but now they can also be used to decorate your city.	公園と広場、修景のメニューに、たくさんのプロップが追加されました。以前はアセットの部品としてしか使えませんでしたが、今は都市の装飾として、直接配置することができます。	1.10.0-f3 にて追加	2018/6/22
7849	ECONOMYPANEL_IPC_TOURISMINCOME		0	{0} of your income comes from tourism.	{0}の観光収入	1.9.1-f3 にて追加	
7850	ECONOMYPANEL_TOURISM_TOOLTIP		0	Income from Money Spent by Tourists	観光客の消費による収入	1.9.1-f3 にて追加	
7851	PARKINFOPANEL_EXPENSES_TOOLTIP		0	The sum of the upkeep costs of all park buildings in the park area.	パーク用建築物の維持費合計	1.10.0-f3 にて追加	
7852	PARKINFOPANEL_INCOME_TOOLTIP		0	The total income from park ticket sales.	パークの入場料による総収入	1.10.0-f3 にて追加	
7853	FOOTBALLPANEL_CHANGECOLOR		0	Change Team Color	チームカラーを変更	1.10.0-f3 にて追加	
7854	FESTIVALPANEL_CHANGECOLOR		0	Change Festival Area Color	フェス広場の色を変更	1.10.0-f3 にて追加	
7855	CHIRPXPANEL_CHANGECOLORNEW		0	Change Rocket Color	ロケットの色を変更	1.10.0-f3 にて追加	
7856	DLCPANEL_COUNTRYROAD		0	Country Road Radio DLC	Country Road Radio DLC	1.10.0-f3 にて追加	
7857	ENTERTAINMENTINFOVIEW_BUILDING		0	Unique Buildings	ユニーク施設	1.10.0-f3 にて追加	
7858	ENTERTAINMENTINFOVIEW_BUILDING		1	Leisure Buildings	レジャー施設	1.10.0-f3 にて追加	
7859	ENTERTAINMENTINFOVIEW_BUILDING		2	Park Area Buildings	パークエリア施設	1.10.0-f3 にて追加	
7860	INFO_PUBLICTRANSPORT_RESIDENTS		0	Residents	住民	1.10.0-f3 にて追加	
7861	PUBLICTRANSPORT_PASSENGERAGEGROUPS_TOOLTIP_WALKINGTOUR		0	Displays the distribution of visitors by age group.	年齢層ごとの来訪者分布を表示。	1.10.0-f3 にて追加	
7862	TRANSPORT_LINE_PASSENGERS_WALKINGTOUR		0	Weekly Visitors: {0} residents, {1} tourists	週ごとの来訪者: 住民 {0}人、観光客 {1}人	1.10.0-f3 にて追加	
7863	CONTENT_BUY	ParksDLC	0	Buy Parklife on Steam	Steam で Parklife を購入	1.10.0-f3 にて追加	
7864	CONTENT_BUY	RadioStation4	0	Buy Country Road Radio on Steam	Steam で Country Road Radio を購入	1.10.0-f3 にて追加	
7865	CONTENT_BUY	DeluxeDLC	0	Buy Deluxe Edition on Steam	Steam で Deluxe Edition を購入	1.10.0-f3 にて追加	
7866	CONTENT_BUY	AfterDarkDLC	0	Buy After Dark on Steam	Steam で After Dark を購入	1.10.0-f3 にて追加	
7867	CONTENT_BUY	SnowFallDLC	0	Buy Snowfall on Steam	Steam で Snowfall を購入	1.10.0-f3 にて追加	
7868	CONTENT_BUY	NaturalDisastersDLC	0	Buy Natural Disasters on Steam	Steam で Natural Disasters を購入	1.10.0-f3 にて追加	
7869	CONTENT_BUY	InMotionDLC	0	Buy Mass Transit on Steam	Steam で Mass Transit を購入	1.10.0-f3 にて追加	
7870	CONTENT_BUY	GreenCitiesDLC	0	Buy Green Cities on Steam	Steam で Green Cities を購入	1.10.0-f3 にて追加	
7871	CONTENT_BUY	Football	0	Buy Match Day on Steam	Steam で Match Day を購入	1.10.0-f3 にて追加	
7872	CONTENT_BUY	Football2345	0	Buy Stadiums on Steam	Steam で Stadiums を購入	1.10.0-f3 にて追加	
7873	CONTENT_BUY	RadioStation1	0	Buy Relaxation Station on Steam	Steam で Relaxation Station を購入	1.10.0-f3 にて追加	
7874	CONTENT_BUY	OrientalBuildings	0	Buy Pearls from the East on Steam	Steam で Pearls from the East を購入	1.10.0-f3 にて追加	
7875	CONTENT_BUY	RadioStation2	0	Buy Rock City on Steam	Steam で Rock City を購入	1.10.0-f3 にて追加	
7876	CONTENT_BUY	MusicFestival	0	Buy Concerts on Steam	Steam で Concerts を購入	1.10.0-f3 にて追加	
7877	CONTENT_BUY	ModderPack1	0	Buy Art Deco on Steam	Steam で Art Deco を購入	1.10.0-f3 にて追加	
7878	CONTENT_BUY	ModderPack2	0	Buy High Tech on Steam	Steam で High Tech を購入	1.10.0-f3 にて追加	
7879	CONTENT_BUY	ModderPack3	0	Buy European Suburbia on Steam	Steam で European Suburbia を購入	1.10.0-f3 にて追加	
7880	CONTENT_BUY	Christmas	0	Buy Carols, Candles and Candy on Steam	Steam で Carols, Candles and Candy を購入	1.10.0-f3 にて追加	
7881	CONTENT_BUY	RadioStation3	0	Buy All That Jazz on Steam	Steam で All That Jazz を購入	1.10.0-f3 にて追加	
7882	CONTENT_BUY	IndustryDLC	0	Buy Industries DLC on Steam	Steam で Industries DLC を購入	1.11.0-f3 にて追加	
7883	CONTENT_REQUIRED	ParksDLC	0	Parklife DLC required	Parklife DLC が必要	1.10.0-f3 にて追加	
7884	CONTENT_REQUIRED	RadioStation4	0	Country Road Radio DLC required	Country Road Radio DLC が必要	1.10.0-f3 にて追加	
7885	CONTENT_REQUIRED	DeluxeDLC	0	Deluxe Edition DLC required	Deluxe Edition が必要	1.10.0-f3 にて追加	
7886	CONTENT_REQUIRED	AfterDarkDLC	0	After Dark DLC required	After Dark DLC が必要	1.10.0-f3 にて追加	
7887	CONTENT_REQUIRED	SnowFallDLC	0	Snowfall DLC required	Snowfall DLC が必要	1.10.0-f3 にて追加	
7888	CONTENT_REQUIRED	NaturalDisastersDLC	0	Natural Disasters DLC required	Natural Disasters DLC が必要	1.10.0-f3 にて追加	
7889	CONTENT_REQUIRED	InMotionDLC	0	Mass Transit DLC required	Mass Transit DLC が必要	1.10.0-f3 にて追加	
7890	CONTENT_REQUIRED	GreenCitiesDLC	0	Green Cities DLC required	Green Cities DLC が必要	1.10.0-f3 にて追加	
7891	CONTENT_REQUIRED	Football	0	Match Day DLC required	Match Day DLC が必要	1.10.0-f3 にて追加	
7892	CONTENT_REQUIRED	Football2345	0	Stadiums DLC required	Stadiums DLC が必要	1.10.0-f3 にて追加	
7893	CONTENT_REQUIRED	RadioStation1	0	Relaxation Station DLC required	Relaxation Station DLC が必要	1.10.0-f3 にて追加	
7894	CONTENT_REQUIRED	OrientalBuildings	0	Pearls from the East DLC required	Pearls from the East DLC が必要	1.10.0-f3 にて追加	
7895	CONTENT_REQUIRED	RadioStation2	0	Rock City DLC required	Rock City DLC が必要	1.10.0-f3 にて追加	
7896	CONTENT_REQUIRED	MusicFestival	0	Concerts DLC required	Concerts DLC が必要	1.10.0-f3 にて追加	
